CustomerID,num_orders,total_spend,last_order_date,Country,ValueSegment
12458.0,2,947.4,2011-09-29 15:25:00,Switzerland,Mid Value
12461.0,2,826.88,2011-09-06 16:57:00,Switzerland,Mid Value
12462.0,2,1189.59,2011-11-21 09:11:00,Spain,Mid Value
12463.0,4,1344.78,2011-10-17 13:44:00,Belgium,Mid Value
12464.0,8,1212.05,2011-11-29 13:33:00,Belgium,Mid Value
12465.0,2,742.1899999999999,2011-11-22 16:34:00,Belgium,Mid Value
12468.0,2,729.54,2011-06-05 11:36:00,Germany,Mid Value
12471.0,30,19788.649999999998,2011-12-07 15:43:00,Germany,High Value
12472.0,7,6572.11,2011-11-07 14:01:00,Germany,High Value
12473.0,5,3928.05,2011-11-10 13:46:00,Germany,High Value
12474.0,18,7324.09,2011-11-22 14:39:00,Germany,High Value
12475.0,1,723.38,2011-10-17 10:10:00,Germany,Mid Value
12476.0,11,6816.42,2011-11-24 12:40:00,Germany,High Value
12477.0,6,13219.74,2011-11-17 09:51:00,Germany,High Value
12478.0,1,680.99,2011-12-06 09:56:00,Greece,Mid Value
12479.0,1,527.2,2011-11-28 13:26:00,Germany,Mid Value
12480.0,4,3281.63,2011-11-11 14:52:00,Germany,High Value
12481.0,10,5579.82,2011-11-17 08:29:00,Germany,High Value
12483.0,8,2484.98,2011-11-22 17:02:00,Sweden,High Value
12484.0,6,4527.32,2011-11-07 11:37:00,Spain,High Value
12488.0,3,1298.66,2011-11-30 08:50:00,France,Mid Value
12489.0,1,334.93,2011-01-07 13:13:00,France,Low Value
12490.0,10,5417.93,2011-12-04 16:07:00,France,High Value
12491.0,1,460.4,2011-11-01 12:18:00,France,Low Value
12492.0,2,263.21,2011-10-07 15:15:00,Germany,Low Value
12493.0,2,433.74,2011-06-27 10:17:00,France,Low Value
12494.0,7,1246.1,2011-11-24 09:34:00,France,Mid Value
12497.0,1,1043.1,2011-09-19 12:29:00,Germany,Mid Value
12498.0,3,403.7,2011-11-18 12:53:00,Germany,Low Value
12500.0,11,4257.82,2011-11-16 16:20:00,Germany,High Value
12501.0,1,2169.39,2011-01-07 12:28:00,Germany,High Value
12502.0,5,3723.87,2011-09-05 11:52:00,Spain,High Value
12504.0,2,482.05,2011-11-21 16:02:00,Germany,Low Value
12506.0,1,73.5,2011-04-21 08:54:00,France,Low Value
12507.0,3,1304.81,2011-07-28 17:09:00,Spain,Mid Value
12508.0,2,397.88,2011-11-13 15:37:00,France,Low Value
12509.0,1,176.5,2011-02-28 14:45:00,France,Low Value
12510.0,2,982.57,2011-07-20 10:15:00,Spain,Mid Value
12512.0,2,132.18,2011-10-04 14:55:00,Israel,Low Value
12513.0,1,612.29,2011-08-19 10:51:00,France,Mid Value
12514.0,1,1017.6800000000001,2011-03-17 16:38:00,Italy,Mid Value
12515.0,1,383.7,2010-12-21 15:43:00,Italy,Low Value
12516.0,2,1312.06,2011-09-23 09:13:00,Germany,Mid Value
12517.0,5,2481.6,2011-11-11 14:04:00,Germany,High Value
12518.0,5,2056.89,2011-12-09 10:13:00,Germany,High Value
12519.0,1,330.84,2011-10-07 09:26:00,Germany,Low Value
12520.0,5,2634.2599999999998,2011-09-21 15:23:00,Germany,High Value
12521.0,1,599.68,2011-07-20 10:51:00,Germany,Mid Value
12522.0,2,192.72,2011-10-31 15:30:00,Germany,Low Value
12523.0,11,1789.77,2011-11-20 12:55:00,France,Mid Value
12524.0,8,4485.72,2011-11-30 15:31:00,Germany,High Value
12526.0,3,1316.66,2011-12-09 12:09:00,Germany,Mid Value
12527.0,3,348.71,2011-09-19 11:55:00,Germany,Low Value
12528.0,6,1933.48,2011-11-30 14:40:00,Germany,Mid Value
12530.0,4,1662.28,2011-10-11 12:34:00,Germany,Mid Value
12531.0,1,125.22,2011-11-25 11:12:00,Germany,Low Value
12532.0,1,349.83,2011-11-09 13:47:00,France,Low Value
12534.0,1,1089.18,2011-08-01 10:26:00,Germany,Mid Value
12535.0,2,716.35,2011-09-09 08:48:00,France,Mid Value
12536.0,3,12601.830000000002,2011-10-27 14:20:00,France,High Value
12538.0,1,363.95,2011-11-10 17:16:00,Spain,Low Value
12539.0,4,5568.35,2011-11-17 13:30:00,Spain,High Value
12540.0,17,13400.24,2011-11-20 11:31:00,Spain,High Value
12541.0,3,981.18,2011-11-10 10:40:00,Spain,Mid Value
12544.0,1,372.7,2011-11-03 16:15:00,Spain,Low Value
12545.0,2,1000.39,2011-09-25 13:39:00,Spain,Mid Value
12546.0,2,1161.5,2011-10-24 12:09:00,Spain,Mid Value
12547.0,2,207.8,2011-05-26 12:38:00,Spain,Low Value
12548.0,1,95.19999999999999,2011-06-26 15:35:00,Spain,Low Value
12550.0,1,964.83,2011-09-21 14:35:00,Spain,Mid Value
12551.0,1,168.0,2010-12-17 11:23:00,Spain,Low Value
12552.0,2,437.82,2011-11-01 10:02:00,Italy,Low Value
12553.0,10,3692.28,2011-12-01 16:38:00,France,High Value
12556.0,2,599.56,2011-10-20 13:06:00,Spain,Mid Value
12557.0,5,11990.960000000001,2011-11-23 16:59:00,Spain,High Value
12558.0,1,269.96,2011-12-02 10:41:00,USA,Low Value
12559.0,2,561.71,2011-02-02 09:49:00,Germany,Mid Value
12560.0,3,2134.0099999999998,2011-12-04 13:54:00,Germany,High Value
12561.0,1,238.85,2011-02-10 11:39:00,Germany,Low Value
12562.0,7,3781.7400000000002,2011-12-01 17:20:00,France,High Value
12564.0,1,456.9,2011-03-23 14:55:00,France,Low Value
12565.0,1,145.92,2011-02-24 10:34:00,Saudi Arabia,Low Value
12566.0,1,351.65,2011-09-14 14:30:00,Germany,Low Value
12567.0,10,9401.28,2011-11-17 11:02:00,France,High Value
12569.0,32,4124.69,2011-12-07 16:24:00,Germany,High Value
12571.0,2,519.61,2011-10-31 10:19:00,France,Mid Value
12572.0,2,1020.42,2011-12-01 09:20:00,Germany,Mid Value
12573.0,1,160.54,2011-04-26 15:52:00,France,Low Value
12574.0,1,218.45,2011-01-28 09:20:00,France,Low Value
12576.0,5,1315.83,2011-11-04 10:11:00,Poland,Mid Value
12577.0,3,626.6,2011-11-04 13:24:00,France,Mid Value
12578.0,2,2794.51,2011-11-18 13:30:00,Italy,High Value
12579.0,1,440.42,2011-09-22 17:15:00,France,Low Value
12580.0,1,415.7,2011-04-07 10:24:00,Germany,Low Value
12581.0,1,197.71,2011-10-31 08:56:00,Germany,Low Value
12582.0,2,511.36,2011-04-15 08:45:00,Finland,Mid Value
12583.0,15,7281.38,2011-12-07 08:07:00,France,High Value
12584.0,9,2338.15,2011-12-06 09:35:00,Italy,High Value
12585.0,2,2040.1,2011-04-19 13:39:00,Germany,High Value
12586.0,1,196.94,2011-11-22 16:24:00,Italy,Low Value
12587.0,1,144.0,2011-12-02 12:47:00,Finland,Low Value
12588.0,1,214.9,2011-10-31 15:01:00,Finland,Low Value
12589.0,2,646.68,2011-11-11 10:19:00,France,Mid Value
12590.0,2,9864.26,2011-05-12 14:52:00,Germany,High Value
12591.0,1,452.84999999999997,2011-01-26 14:35:00,Italy,Low Value
12592.0,2,437.6,2011-09-08 15:04:00,Germany,Low Value
12593.0,3,418.1,2011-08-23 12:43:00,France,Low Value
12594.0,10,3338.22,2011-11-02 12:20:00,Italy,High Value
12596.0,2,618.27,2011-10-19 13:02:00,Spain,Mid Value
12597.0,4,3811.22,2011-11-20 13:33:00,Spain,High Value
12598.0,8,3023.08,2011-11-30 12:18:00,France,High Value
12599.0,7,1032.58,2011-11-10 13:34:00,France,Mid Value
12600.0,10,2599.04,2011-11-11 10:29:00,Germany,High Value
12601.0,5,577.06,2011-06-03 10:17:00,Germany,Mid Value
12602.0,1,153.12,2011-10-12 11:22:00,France,Low Value
12603.0,1,739.2,2011-11-18 10:42:00,Germany,Mid Value
12604.0,2,254.17999999999998,2011-09-21 14:08:00,France,Low Value
12607.0,1,1579.51,2011-10-10 16:06:00,USA,Mid Value
12609.0,3,1126.85,2011-09-22 16:34:00,Germany,Mid Value
12610.0,5,2099.54,2011-11-17 09:34:00,Italy,High Value
12611.0,1,1193.32,2011-10-18 13:12:00,Italy,Mid Value
12612.0,1,704.04,2011-09-26 15:35:00,Germany,Mid Value
12613.0,5,3344.38,2011-10-13 14:59:00,Germany,High Value
12614.0,1,315.6,2011-03-07 10:22:00,Germany,Low Value
12615.0,4,2291.19,2011-12-07 15:02:00,France,High Value
12616.0,2,713.3,2011-09-05 15:17:00,France,Mid Value
12617.0,1,352.98,2011-11-10 14:39:00,France,Low Value
12618.0,1,177.31,2011-11-18 11:10:00,Italy,Low Value
12619.0,9,3641.24,2011-11-23 14:52:00,Germany,High Value
12620.0,3,1339.41,2011-11-25 10:20:00,France,Mid Value
12621.0,20,13689.67,2011-12-08 11:25:00,Germany,High Value
12622.0,1,180.1,2011-04-21 16:39:00,Germany,Low Value
12623.0,1,305.1,2011-03-08 13:50:00,Germany,Low Value
12624.0,2,641.13,2011-08-25 15:04:00,France,Mid Value
12625.0,2,2683.82,2011-05-12 09:54:00,Germany,High Value
12626.0,9,6620.48,2011-11-16 16:06:00,Germany,High Value
12627.0,7,4478.53,2011-11-29 12:07:00,Germany,High Value
12628.0,3,786.46,2011-12-05 13:15:00,Germany,Mid Value
12630.0,2,1270.88,2011-11-30 10:48:00,Finland,Mid Value
12631.0,1,640.5,2011-10-13 13:53:00,Finland,Mid Value
12633.0,4,2163.98,2011-10-12 11:40:00,Germany,High Value
12635.0,2,1689.18,2011-09-11 11:04:00,Germany,Mid Value
12637.0,8,6002.9,2011-10-03 13:46:00,France,High Value
12638.0,1,671.69,2011-11-06 13:11:00,Sweden,Mid Value
12639.0,1,486.1,2011-04-15 12:48:00,Sweden,Low Value
12640.0,3,1174.58,2011-11-16 11:52:00,France,Mid Value
12641.0,1,185.9,2011-08-16 13:26:00,Sweden,Low Value
12642.0,3,1013.26,2011-11-14 15:03:00,Germany,Mid Value
12643.0,6,3344.64,2011-08-03 12:56:00,France,High Value
12644.0,1,477.90999999999997,2011-08-02 10:33:00,Germany,Low Value
12645.0,4,1775.18,2011-11-06 12:38:00,Germany,Mid Value
12646.0,2,1346.97,2011-12-05 10:14:00,USA,Mid Value
12647.0,12,3722.82,2011-11-17 12:56:00,Germany,High Value
12648.0,1,318.05,2011-07-08 11:55:00,Germany,Low Value
12649.0,3,623.51,2011-08-24 14:41:00,Germany,Mid Value
12650.0,1,314.44,2011-12-06 16:34:00,France,Low Value
12651.0,1,114.0,2011-01-09 12:46:00,France,Low Value
12652.0,1,919.98,2011-01-12 15:00:00,France,Mid Value
12653.0,2,2209.85,2011-07-14 10:41:00,Israel,High Value
12654.0,5,601.98,2011-11-29 10:10:00,Germany,Mid Value
12656.0,5,4051.17,2011-11-22 13:42:00,France,High Value
12657.0,4,1643.18,2011-11-28 15:47:00,France,Mid Value
12658.0,1,686.05,2011-11-21 10:22:00,Germany,Mid Value
12659.0,1,91.68,2011-11-10 11:53:00,France,Low Value
12660.0,1,245.1,2011-11-28 13:26:00,France,Low Value
12662.0,11,3849.7799999999997,2011-12-09 11:59:00,Germany,High Value
12664.0,9,4881.88,2011-12-01 17:07:00,Finland,High Value
12665.0,1,63.0,2011-01-19 08:34:00,Germany,Low Value
12667.0,1,620.13,2011-10-12 17:00:00,Finland,Mid Value
12668.0,4,3807.15,2011-11-28 10:56:00,Germany,High Value
12669.0,3,2744.0299999999997,2011-07-12 09:54:00,France,High Value
12670.0,5,2996.05,2011-11-29 15:23:00,France,High Value
12672.0,1,225.9,2011-01-14 09:20:00,France,Low Value
12673.0,2,610.52,2011-12-04 13:55:00,Germany,Mid Value
12674.0,4,1970.6,2011-11-01 12:12:00,France,Mid Value
12676.0,6,1331.3899999999999,2011-11-15 12:25:00,Sweden,Mid Value
12678.0,12,17628.46,2011-10-28 13:04:00,France,High Value
12679.0,4,1113.02,2011-10-12 12:30:00,France,Mid Value
12680.0,4,862.81,2011-12-09 12:50:00,France,Mid Value
12681.0,22,13787.54,2011-11-25 11:33:00,France,High Value
12682.0,31,12279.82,2011-12-06 10:00:00,France,High Value
12683.0,15,8476.57,2011-12-05 16:31:00,France,High Value
12684.0,7,2283.63,2011-12-02 09:53:00,France,High Value
12685.0,6,2863.08,2011-11-11 13:46:00,France,High Value
12686.0,1,89.14,2010-12-03 09:51:00,France,Low Value
12688.0,1,4873.81,2011-08-18 08:49:00,Israel,High Value
12689.0,2,1247.61,2011-11-14 08:31:00,France,Mid Value
12690.0,1,389.01,2011-05-18 09:09:00,France,Low Value
12691.0,6,1035.8,2011-11-11 16:49:00,France,Mid Value
12693.0,4,855.91,2011-08-04 17:51:00,Germany,Mid Value
12694.0,2,869.67,2011-09-30 13:06:00,France,Mid Value
12695.0,4,582.1,2011-12-02 13:22:00,France,Mid Value
12697.0,3,957.59,2011-11-11 08:47:00,Sweden,Mid Value
12700.0,4,4939.99,2011-12-02 10:47:00,France,High Value
12701.0,2,797.71,2011-09-21 10:47:00,Germany,Mid Value
12702.0,1,219.0,2011-11-20 10:36:00,Germany,Low Value
12703.0,1,283.55,2011-09-29 17:52:00,Germany,Low Value
12704.0,8,2340.84,2011-12-02 13:15:00,Finland,High Value
12705.0,9,6868.29,2011-11-24 13:17:00,Germany,High Value
12707.0,1,603.42,2011-02-21 08:38:00,France,Mid Value
12708.0,10,2712.91,2011-11-10 09:52:00,Germany,High Value
12709.0,15,9706.52,2011-11-24 15:38:00,Germany,High Value
12710.0,3,1149.02,2011-09-04 12:00:00,Germany,Mid Value
12712.0,13,4396.13,2011-11-11 08:19:00,Germany,High Value
12713.0,1,848.55,2011-12-09 12:16:00,Germany,Mid Value
12714.0,5,4708.86,2011-11-30 15:43:00,France,High Value
12715.0,1,343.36,2011-08-25 15:22:00,Sweden,Low Value
12716.0,2,1053.49,2011-12-06 08:55:00,France,Mid Value
12717.0,2,1030.98,2011-07-11 14:47:00,Greece,Mid Value
12718.0,1,238.25,2011-09-29 16:38:00,France,Low Value
12719.0,2,644.95,2011-12-04 13:45:00,France,Mid Value
12720.0,25,5781.73,2011-12-07 08:03:00,Germany,High Value
12721.0,6,2656.13,2011-11-08 12:13:00,France,High Value
12722.0,4,997.63,2011-09-15 14:50:00,France,Mid Value
12723.0,5,725.07,2011-12-06 10:19:00,France,Mid Value
12724.0,4,1031.41,2011-12-04 16:02:00,France,Mid Value
12725.0,1,427.8,2010-12-03 15:45:00,Italy,Low Value
12726.0,7,2609.1,2011-11-11 13:35:00,France,High Value
12727.0,7,3980.7,2011-11-29 11:46:00,France,High Value
12728.0,4,836.33,2011-09-29 15:31:00,France,Mid Value
12729.0,1,453.01,2011-08-18 11:40:00,France,Low Value
12731.0,12,18895.91,2011-11-16 11:59:00,France,High Value
12732.0,1,236.26,2011-06-13 11:33:00,France,Low Value
12733.0,1,383.95,2011-04-19 16:19:00,USA,Low Value
12734.0,1,110.39999999999999,2010-12-22 12:47:00,France,Low Value
12735.0,2,779.5699999999999,2011-01-28 13:37:00,France,Mid Value
12736.0,1,234.0,2011-01-11 07:57:00,France,Low Value
12738.0,1,155.35,2010-12-02 18:27:00,Germany,Low Value
12739.0,2,1013.04,2011-09-22 13:00:00,United Arab Emirates,Mid Value
12740.0,1,427.6,2011-10-07 10:44:00,France,Low Value
12743.0,2,540.13,2011-07-28 16:21:00,Unspecified,Mid Value
12744.0,7,21279.29,2011-10-19 11:18:00,Singapore,High Value
12747.0,11,4196.01,2011-12-07 14:34:00,United Kingdom,High Value
12748.0,209,33053.19,2011-12-09 12:20:00,United Kingdom,High Value
12749.0,5,4090.88,2011-12-06 09:56:00,United Kingdom,High Value
12750.0,1,275.88,2011-08-03 09:13:00,Poland,Low Value
12752.0,1,4366.78,2011-09-19 13:32:00,Norway,High Value
12753.0,6,21429.39,2011-11-17 10:52:00,Japan,High Value
12754.0,3,3010.7400000000002,2011-04-18 09:00:00,Japan,High Value
12755.0,2,3811.9500000000003,2011-03-04 12:42:00,Japan,High Value
12756.0,1,112.08,2011-09-14 09:31:00,Japan,Low Value
12757.0,13,7834.650000000001,2011-11-24 12:30:00,Portugal,High Value
12758.0,2,2791.59,2011-08-15 10:22:00,Portugal,High Value
12759.0,3,1531.44,2011-10-18 14:49:00,Netherlands,Mid Value
12762.0,2,1898.52,2011-12-02 10:23:00,Portugal,Mid Value
12763.0,2,494.08,2011-07-24 14:12:00,Japan,Low Value
12764.0,1,1693.88,2011-01-27 10:19:00,Lebanon,Mid Value
12766.0,7,6989.63,2011-12-06 08:46:00,Portugal,High Value
12769.0,1,1143.6,2011-04-15 10:25:00,Brazil,Mid Value
12770.0,1,1351.45,2011-05-13 09:33:00,Japan,Mid Value
12772.0,1,892.47,2011-10-11 09:19:00,Portugal,Mid Value
12775.0,5,1386.04,2011-11-22 16:33:00,Netherlands,Mid Value
12778.0,6,822.23,2011-11-20 11:30:00,Netherlands,Mid Value
12779.0,8,3981.36,2011-11-02 11:43:00,Poland,High Value
12781.0,2,826.74,2011-10-07 10:37:00,Czech Republic,Mid Value
12782.0,5,2330.92,2011-12-05 09:16:00,Portugal,High Value
12783.0,6,2225.91,2011-12-07 15:56:00,Portugal,High Value
12784.0,2,532.82,2011-11-30 15:38:00,Portugal,Mid Value
12785.0,1,311.95,2010-12-10 13:48:00,Portugal,Low Value
12787.0,3,463.65999999999997,2011-11-30 08:44:00,Netherlands,Low Value
12789.0,1,91.85,2011-10-05 13:34:00,Netherlands,Low Value
12790.0,1,324.91999999999996,2011-05-31 14:14:00,Netherlands,Low Value
12791.0,1,192.6,2010-12-01 11:27:00,Netherlands,Low Value
12792.0,1,400.53999999999996,2011-03-28 11:36:00,Portugal,Low Value
12793.0,2,545.48,2011-01-09 12:12:00,Portugal,Mid Value
12794.0,2,860.41,2011-10-17 14:54:00,Portugal,Mid Value
12795.0,1,430.48,2011-11-21 10:27:00,Portugal,Low Value
12797.0,1,254.03,2010-12-09 10:55:00,Portugal,Low Value
12798.0,3,6977.04,2011-11-29 15:52:00,Japan,High Value
12802.0,1,427.58,2011-06-06 09:36:00,Netherlands,Low Value
12808.0,3,483.65000000000003,2011-11-03 10:05:00,Portugal,Low Value
12809.0,1,489.31,2011-06-15 10:51:00,Portugal,Low Value
12811.0,3,514.85,2011-03-24 09:42:00,Portugal,Mid Value
12812.0,1,229.64,2011-10-26 09:54:00,Japan,Low Value
12814.0,1,125.92,2011-08-30 12:11:00,Poland,Low Value
12815.0,2,1063.46,2011-07-15 10:21:00,Poland,Mid Value
12816.0,2,572.2,2011-09-05 12:41:00,Poland,Mid Value
12817.0,1,166.04,2011-03-03 16:28:00,Austria,Low Value
12818.0,1,1542.08,2011-03-23 12:06:00,Austria,Mid Value
12820.0,4,942.34,2011-12-06 15:12:00,United Kingdom,Mid Value
12821.0,1,92.72,2011-05-09 15:51:00,United Kingdom,Low Value
12822.0,2,948.88,2011-09-30 10:04:00,United Kingdom,Mid Value
12823.0,5,1759.5,2011-09-26 07:35:00,United Kingdom,Mid Value
12824.0,1,397.12,2011-10-11 12:49:00,United Kingdom,Low Value
12826.0,7,1474.72,2011-12-07 10:25:00,United Kingdom,Mid Value
12827.0,3,430.15,2011-12-04 12:17:00,United Kingdom,Low Value
12828.0,6,1018.7099999999999,2011-12-07 08:45:00,United Kingdom,Mid Value
12829.0,2,293.0,2011-01-07 11:13:00,United Kingdom,Low Value
12830.0,6,6814.64,2011-11-02 11:54:00,United Kingdom,High Value
12831.0,1,215.05,2011-03-22 13:02:00,United Kingdom,Low Value
12832.0,2,383.03000000000003,2011-11-07 13:30:00,United Kingdom,Low Value
12833.0,1,417.38,2011-07-17 13:46:00,United Kingdom,Low Value
12834.0,1,312.38,2011-03-02 09:49:00,United Kingdom,Low Value
12836.0,4,2610.36,2011-10-11 15:10:00,United Kingdom,High Value
12837.0,1,134.1,2011-06-19 16:07:00,United Kingdom,Low Value
12838.0,2,671.95,2011-11-06 12:20:00,United Kingdom,Mid Value
12839.0,14,5591.42,2011-12-07 12:33:00,United Kingdom,High Value
12840.0,4,2726.77,2011-07-19 09:29:00,United Kingdom,High Value
12841.0,25,3991.58,2011-12-05 11:13:00,United Kingdom,High Value
12842.0,2,1118.99,2011-09-30 15:33:00,United Kingdom,Mid Value
12843.0,8,1702.26,2011-10-05 12:09:00,United Kingdom,Mid Value
12844.0,2,325.96,2011-11-10 13:31:00,United Kingdom,Low Value
12845.0,4,354.09000000000003,2011-03-17 13:34:00,United Kingdom,Low Value
12847.0,1,843.64,2011-11-17 13:16:00,United Kingdom,Mid Value
12849.0,2,1010.29,2011-11-08 13:41:00,United Kingdom,Mid Value
12851.0,1,131.81,2011-09-04 12:41:00,United Kingdom,Low Value
12852.0,1,311.55,2011-02-18 08:47:00,United Kingdom,Low Value
12853.0,6,1957.1,2011-07-28 11:29:00,United Kingdom,Mid Value
12854.0,3,1316.25,2011-09-22 12:15:00,United Kingdom,Mid Value
12855.0,1,38.099999999999994,2010-12-02 09:37:00,United Kingdom,Low Value
12856.0,6,2170.78,2011-12-02 10:52:00,United Kingdom,High Value
12857.0,2,1106.4,2011-05-13 10:20:00,United Kingdom,Mid Value
12863.0,1,521.2,2011-10-18 14:15:00,United Kingdom,Mid Value
12864.0,1,147.12,2011-07-24 13:03:00,United Kingdom,Low Value
12865.0,2,1568.23,2011-11-13 14:31:00,Austria,Mid Value
